"Activity" "Subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"STANDING" 8 0.279620986111111 -0.0148113067148148 -0.106114996837037 -0.988815418148148 -0.938479429074074 -0.926065255185185 0.957669921111111 -0.0904603488214815 -0.0979392024814815 -0.987690217222222 -0.958904114074074 -0.918293913703704 0.0753739045185185 0.00814951727462963 0.00322153267648148 -0.989198879814815 -0.976442140740741 -0.982610899259259 -0.0219671978203704 -0.0280117633814815 0.063688907 -0.972990379814815 -0.969421045555556 -0.974118322407407 -0.097757576 -0.0485190684259259 -0.0478483225666667 -0.981573085740741 -0.985508765185185 -0.989270900740741 -0.953762884074074 -0.937187185222222 -0.953762884074074 -0.937187185222222 -0.984920797777778 -0.979932239074074 -0.952848496851852 -0.95322478962963 -0.987580587777778 -0.982460332222222 -0.988219862222222 -0.9500491 -0.950362935555556 -0.98918374962963 -0.936231722777778 -0.919744963888889 0.0231155666555556 0.0771842726148148 0.121181473814815 -0.989029238518519 -0.976177675 -0.979477193333333 -0.990414086851852 -0.97858173 -0.984465744444444 0.267296230824074 -0.0598195579537037 0.0692831244296296 -0.969677435925926 -0.972595487037037 -0.975512276666667 -0.974200997592593 -0.968055495925926 -0.975976456111111 -0.154243187048148 -0.197392513112963 0.0222011082111111 -0.953746070740741 -0.938628186322222 0.110646845581481 -0.979745872037037 -0.979135440925926 0.308060633885185 -0.964564224074074 -0.954119826296296 -0.108780315687387 -0.983709233333333 -0.981832336296296 0.179173689962963
"WALKING" 8 0.27468631 -0.0186628865310417 -0.107252090833333 -0.173605736002083 0.380782052708333 -0.1420885318125 0.913586347916667 -0.217102194583333 -0.186267836962021 -0.974752050208333 -0.956781505625 -0.956640104791667 0.0703393490833333 -0.00603947514583333 -0.000673798876875 -0.2586886278125 0.233987544458333 -0.383200596479167 0.0235088228254167 -0.095791790535 0.0509657915395833 -0.1992097184375 -0.2119972775 -0.0754447842395833 -0.135886431360417 -0.0314880905541667 -0.0522683965333333 -0.2460827504375 -0.428055700208333 -0.388446971666667 0.0516786278104167 -0.1804072826 0.0516786278104167 -0.1804072826 -0.0668322430433333 -0.184571053979167 -0.00310243820125 -0.238746703958333 -0.339129269583333 -0.502957255416667 -0.247389011875 0.316982393333333 -0.238634594791667 -0.148386858858333 0.32484493125 -0.158437341970833 -0.380892405770833 0.00356163764166667 0.111947205354167 -0.311198711041667 0.0796832872416667 -0.361563262083333 -0.271448185291667 0.315883536479167 -0.4044825094375 -0.345898115416667 -0.4192779011875 -0.2474853992125 -0.102063053808333 -0.259729692333333 -0.132902199479167 -0.234252005895833 -0.1908057215 -0.1429742348125 -0.176032065666667 -0.102881607560417 -0.218800753760417 -0.09521728274375 -0.360818978541667 0.204080887916667 -0.123834409766667 -0.276436130125 0.176189876266667 -0.301241848645833 -0.327459577895833 0.0890005737952083 -0.473026230833333 -0.581240190833333 0.294590006666667
"WALKING_DOWNSTAIRS" 8 0.283484089210526 -0.0211058674973684 -0.107598135394737 0.0241393473736842 0.343826273105263 0.1337170395 0.914023498421053 -0.187610243421053 -0.141817934963684 -0.945766561578947 -0.941580934473684 -0.897190012631579 0.118938088342105 -0.0380193846210526 -0.0394356157631579 0.250143724521053 0.288140718789474 -0.0135136269 -0.121189625973684 -0.0500760173342105 0.114143855152368 -0.258430885531579 0.0243131207736842 -0.129565242710526 -0.0349283489710526 -0.0534969692794737 -0.0867903297078947 -0.267887897328947 -0.0704526510842105 -0.1896044435 0.176599311818421 0.131337867236842 0.176599311818421 0.131337867236842 0.262628490268421 0.2534082561 0.0993429744078947 -0.0466291872078947 -0.126189142894737 -0.157484866842105 0.136590199860526 0.388412779763158 0.159589756534211 -0.0260463260078947 0.232184078052632 0.0214914840105263 -0.200757851 0.0511555478315789 0.223078489563158 0.214841402815789 0.220639687868421 0.0586096890447368 0.172658982065789 0.273943791773684 -0.0846674186842105 -0.170997897197368 -0.337650965236842 -0.180391338523684 -0.130740445236842 0.116090879026316 0.0277498065176316 -0.302735102631579 -0.0461356322868421 -0.268253406210526 -0.177172958760526 0.0716794237631579 -0.00513040190789474 0.301626757315789 -0.156141093578947 0.229144569581579 0.331528459921053 0.134734731236842 0.181422535965789 -0.00036272967368421 -0.255590314210526 0.267675982868421 -0.125179586744737 -0.26298447 0.242843618736842
"WALKING_UPSTAIRS" 8 0.258880152048781 -0.0282415136341463 -0.11512211995122 -0.171712174634146 0.348768733170732 0.121187278790244 0.860368718780488 -0.291341491707317 -0.192306960631707 -0.926673287804878 -0.931032068536585 -0.876168930487805 0.0813816809395122 0.014120592097561 -0.0674583919268293 -0.186618895268293 -0.0123501104926829 -0.447518179097561 0.19270447595122 -0.204205356087805 -0.0724546025804878 -0.367428367219512 -0.0666980861414634 0.337526477436585 -0.15544567414878 -0.027919577097561 -0.0534090382439024 -0.40507069195122 -0.424675673414634 -0.430366658780488 0.121026629195122 -0.227200254219512 0.121026629195122 -0.227200254219512 -0.141494613465854 -0.228296364146341 0.166447991 -0.109327923829268 -0.400664014146341 -0.493975031707317 -0.166411065387805 0.263431399878049 -0.0729496941121951 -0.175284990170732 0.30540146 0.133766193578049 -0.290117827804878 -0.100254405917073 -0.191852656439024 -0.200277249165854 -0.0257952590634146 -0.386655803658537 -0.24733661795122 -0.0700821464439024 -0.508248316829268 -0.115989564712683 -0.344029932341463 -0.368783012195122 -0.240260761682927 -0.113162144460976 0.16597418695122 -0.409955580780488 -0.0478802512585366 0.263202878429268 -0.221044979219512 -0.184403755490244 -0.296234666504878 -0.13026451905122 -0.409282851707317 0.207071289558293 -0.131850567460976 -0.379266499780488 0.27454925895122 -0.229610952609756 -0.183325647134146 -0.128115003341463 -0.46327057804878 -0.575733290731707 0.251663318243902
"LAYING" 9 0.2591955368 -0.020526821662 -0.10754972144 -0.94233309 -0.9162927764 -0.9407072854 -0.5802528348 -0.1191541962 0.9578730416 -0.9218210626 -0.9699944882 -0.9712046902 0.08807344764 0.011561732718 -0.0070536778584 -0.9647404702 -0.9639966798 -0.958562455 -0.013632036148 -0.15890291983 0.101275010682 -0.9422465098 -0.9266185314 -0.9615953704 -0.10384667982 -0.027552256948 -0.0569490475 -0.945329035 -0.9621702422 -0.9770761602 -0.9308684376 -0.91512680016 -0.9308684376 -0.91512680016 -0.9633745492 -0.9550268052 -0.9071250998 -0.8985578738 -0.964524819 -0.9528015598 -0.946865494 -0.9343665984 -0.9459190006 -0.9409810272 -0.9128367508 -0.9419711636 -0.4459627774628 -0.215336752654 0.17810728092 -0.964304065 -0.9640828062 -0.955909215 -0.9686013042 -0.966634136 -0.9597147176 -0.08503093738 -0.227093669698 -0.094374360132 -0.930297921 -0.9345796594 -0.9598150092 -0.9463891504 -0.9231319366 -0.965686312 -0.23069917904112 -0.321206958058 -0.055125413678 -0.9266042952 -0.921929738394 -0.085609052452 -0.9543205856 -0.9550947122 0.1670029826292 -0.9186053356 -0.9034005814 -0.20634356866 -0.9558062546 -0.9522904702 -0.016201378678
"SITTING" 9 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 0.9163245106 -0.0414258228938 0.085263099144 -0.9552804062 -0.94645197 -0.88585411242 0.077005006374 0.009817397262 -0.008674672651 -0.9645358564 -0.9567775448 -0.9618894376 -0.042328876778 -0.04142711812 0.0807919285908 -0.9590200492 -0.9191882264 -0.9301768338 -0.0930708106 -0.046663441472 -0.052841489994 -0.9645323452 -0.9719274472 -0.9687388914 -0.8933617176 -0.8637564342 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9032355368 -0.9066063206 -0.9733641366 -0.9663610734 -0.959413594 -0.911683219 -0.8922013438 -0.956903459 -0.86761360746 -0.818001834824 -0.109383841734 -0.120093395898 -0.1317488734546 -0.9655962396 -0.9580073906 -0.9575269752 -0.9666604036 -0.9585229866 -0.9649413418 0.02039798558 -0.27190085077 -0.267665734806 -0.950315237 -0.9396930078 -0.940312313 -0.9618360162 -0.910583361 -0.9341874784 -0.128144114548 -0.359739581712 -0.17324215306 -0.8977181972 -0.8691725114 -0.08061344386 -0.9530504408 -0.9493949814 0.0974700202614 -0.9344377378 -0.9064712292 -0.19597005159 -0.9683155878 -0.9659970148 0.031534866288
"STANDING" 9 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778 0.961323502222222 -0.010383816474 0.00914769235555555 -0.989103160444444 -0.972573867555556 -0.932245295111111 0.0760032053555556 0.0130699796066667 -0.004700785502 -0.969973398888889 -0.963849332888889 -0.970584264666667 -0.029183136346 -0.060810158296 0.0992409332222222 -0.921990612 -0.946046640444444 -0.939889737333333 -0.095897704 -0.0419199574333333 -0.0575743131488889 -0.949105691555556 -0.975036530444444 -0.969726483555556 -0.945167482444444 -0.936105010444444 -0.945167482444444 -0.936105010444444 -0.969524578888889 -0.963764177777778 -0.921030223111111 -0.908291403111111 -0.969824044222222 -0.965287050888889 -0.971662692 -0.944849431777778 -0.941686874222222 -0.977579248444444 -0.938790016888889 -0.913896832222222 -0.105711680368889 -0.00378721862222222 0.000165424148888888 -0.971313768666667 -0.962624298888889 -0.967129200444444 -0.971278823333333 -0.968234579555556 -0.972588748666667 -0.0235041479111111 -0.0981894026 -0.128067958244444 -0.916974437555556 -0.954514301555556 -0.941510336 -0.924738576444444 -0.941950576888889 -0.944942811777778 -0.222857823644444 -0.348959970422222 -0.16576126334 -0.946330171777778 -0.940265546444444 0.0235738706622222 -0.963242884 -0.963593159555556 0.200537688288889 -0.929769067777778 -0.910909659555556 -0.174953568622222 -0.967491628 -0.964770799111111 0.0243650848444444
"WALKING" 9 0.278502842115385 -0.0180891971284423 -0.110820512307692 -0.238353562692308 -0.201696960826923 -0.0579636469030769 0.951867079615385 -0.0314341738730769 -0.115856121080385 -0.980971973653846 -0.971242423076923 -0.955523995576923 0.0704357270480769 0.0212255910017308 0.00414762740192308 -0.206733787961538 -0.276929933846154 -0.409764526153846 -0.0808360598653846 -0.0625598710615385 0.111629779896154 -0.476163506730769 -0.467054167884615 -0.265683521346154 -0.0809204094461538 -0.0356283427038462 -0.0633406620592308 -0.526985309038462 -0.549200228076923 -0.457881494038462 -0.0980840496143461 -0.37942877 -0.0980840496143461 -0.37942877 -0.203733615519231 -0.317113487115385 -0.294542266826923 -0.489725811538462 -0.510253995769231 -0.599866472692308 -0.294711163653846 -0.257677616153846 -0.250806259788462 -0.218019977423077 -0.223972558596154 -0.0337965256573077 -0.310727563365385 0.0213195015442308 0.0237831761442308 -0.314265401346154 -0.367706595 -0.399541245192308 -0.170228340134423 -0.228380473480769 -0.419104362884615 -0.378291493076923 -0.389047303846154 -0.366570477826923 -0.383676120961538 -0.436905860576923 -0.240222512134615 -0.507404512692308 -0.490990336346154 -0.342367223269231 -0.200624503730769 0.0164815831107692 -0.152103721057692 -0.318801022711538 -0.513891953269231 0.161672988528846 -0.316870715576923 -0.322337536730769 0.159239938555769 -0.513797480384615 -0.562714528653846 0.127416241121154 -0.602581618269231 -0.624351923653846 0.243222181771154
"WALKING_DOWNSTAIRS" 9 0.295923445 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.208310705504762 -0.00771530035714285 0.938417773333333 -0.0352304645104762 -0.082276174942619 -0.952141220714286 -0.936306558809524 -0.876641297380952 0.130193043809524 -0.0206865965952381 0.00262568854761905 0.017623342197619 -0.3094424725 -0.359513362761905 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.396429197952381 -0.340765233142857 -0.279685150191905 -0.094591202447619 -0.0597608334619048 -0.0678080598785714 -0.509669314047619 -0.448602451190476 -0.417239550952381 0.145886357935714 0.265120131365238 0.145886357935714 0.265120131365238 -0.16237608927619 0.039907818552381 -0.168921400633333 -0.322331464761905 -0.469028434047619 -0.455855425238095 0.103128506197619 -0.183120455428571 -0.103705822657857 0.250488758869048 -0.273561385142857 -0.0349494927142857 -0.440633905714286 0.0625058243738095 -0.0424266601952381 -0.0645354342404762 -0.313643041809524 -0.293677789595238 0.00938224337142857 -0.355981821428571 -0.425377408333333 -0.43402213 -0.232042826333571 -0.330318261928571 -0.325042890904762 -0.312512195452381 -0.250686586719048 -0.423558773952381 -0.364282565714286 -0.356561471714286 -0.165224231566667 -0.00351697116904762 -0.115191992546667 0.222203941 0.0888671674047619 -0.0498273898880952 0.00716877883571429 0.0705526138333333 -0.0824504599928571 -0.347540226666667 -0.424170737142857 0.0656782201880952 -0.463172053809524 -0.485158906904762 0.132021014566667
"WALKING_UPSTAIRS" 9 0.262436475714286 -0.0195101099975714 -0.125219003959184 -0.36144437755102 -0.302206203816327 -0.253434083542857 0.902647777755102 -0.0377947824285714 -0.266009866857143 -0.954383557142857 -0.901317321632653 -0.89407107877551 0.0692266245755102 0.00126612218367347 0.00766046602367347 -0.335291644693878 -0.586147012244898 -0.647296002040816 -0.16396719 -0.0412587909579592 0.14569462592449 -0.343976630734694 -0.400859067959184 -0.138176481058776 -0.0684689593355102 -0.0302797452408163 -0.0236327911183673 -0.660419534285714 -0.708604774693878 -0.65711420122449 -0.260727581428571 -0.400222037142857 -0.260727581428571 -0.400222037142857 -0.440667540204082 -0.445485397959184 -0.0833234490061224 -0.425839761428571 -0.672840561836735 -0.748651255510204 -0.342735952653061 -0.405022798163265 -0.384710423408163 -0.369815777346939 -0.297641062755102 -0.244081808302041 -0.341219678720408 -0.247086151469388 -0.215203992816327 -0.402044750408163 -0.608498592040816 -0.615125710612245 -0.327421989591837 -0.590112916530612 -0.677831082857143 -0.427211088244898 -0.52927597244898 -0.547022216326531 -0.313941631326531 -0.499159202857143 -0.327698671183673 -0.361626377102041 -0.352033091612245 -0.165554554220408 -0.284881768510204 -0.414946340204082 -0.507490866734694 -0.372890348979592 -0.509929461428571 -0.00195427494897959 -0.419533108571429 -0.484935752040816 0.0257597455510204 -0.531482693877551 -0.456841325204082 -0.259962957795918 -0.734159449387755 -0.787781590816326 0.136001150144898
